product_sk,category_id,category_code,brand
3700616,2053013565983425517,appliances.environment.vacuum,karcher
28719133,2053013565782098913,apparel.shoes,unknown
1305098,2053013558920217191,computers.notebook,hp
2701657,2053013563911439225,appliances.kitchen.refrigerators,beko
55000004,2146551843914777018,apparel.costume,nike
12400131,2053013556252639687,construction.tools.drill,bosch
1002540,2053013555631882655,electronics.smartphone,apple
15100367,2053013557024391671,unknown,unknown
10800147,2053013554994348409,unknown,saturn
1005139,2053013555631882655,electronics.smartphone,apple
1003306,2053013555631882655,electronics.smartphone,apple
1801631,2053013554415534427,electronics.video.tv,artel
1004785,2053013555631882655,electronics.smartphone,huawei
4500301,2053013563877884791,appliances.kitchen.hob,gefest
12705001,2053013553559896355,unknown,cordiant
1801854,2053013554415534427,electronics.video.tv,samsung
57000001,2152289064542273825,unknown,vihr
1004848,2053013555631882655,electronics.smartphone,huawei
17301342,2053013553853497655,unknown,lanvin
1003879,2053013555631882655,electronics.smartphone,huawei
20900646,2053013561453576945,unknown,sumdex
3700278,2053013565983425517,appliances.environment.vacuum,samsung
17200570,2053013559792632471,furniture.living_room.sofa,unknown
7600366,2053013552821698803,unknown,d-link
12711508,2053013553559896355,unknown,tunga
4400189,2053013555095011711,appliances.kitchen.coffee_machine,maxwell
14700402,2053013557133443581,furniture.living_room.cabinet,unknown
1004873,2053013555631882655,electronics.smartphone,samsung
4804660,2053013554658804075,electronics.audio.headphone,xiaomi
12712100,2053013553559896355,unknown,bridgestone
3600661,2053013563810775923,appliances.kitchen.washer,samsung
4804056,2053013554658804075,electronics.audio.headphone,apple
15700108,2053013559733912211,unknown,unknown
1005160,2053013555631882655,electronics.smartphone,xiaomi
1004856,2053013555631882655,electronics.smartphone,samsung
16700197,2053013559901684381,furniture.kitchen.chair,unknown
13300176,2053013557166998015,unknown,askona
3700748,2053013565983425517,appliances.environment.vacuum,samsung
1005105,2053013555631882655,electronics.smartphone,apple
38600036,2080463777718862211,unknown,unknown
1004870,2053013555631882655,electronics.smartphone,samsung
5100337,2053013553341792533,electronics.clocks,apple
12400167,2053013556252639687,construction.tools.drill,dwt
17200473,2053013559792632471,furniture.living_room.sofa,unknown
1004834,2053013555631882655,electronics.smartphone,samsung
10700229,2053013561277416167,unknown,unknown
14100052,2053013557670314521,electronics.audio.acoustic,yamaha
1004833,2053013555631882655,electronics.smartphone,samsung
45700011,2109094161893294334,apparel.costume,unknown
12712407,2053013553559896355,unknown,unknown
4400368,2053013555095011711,appliances.kitchen.coffee_machine,braun
4300291,2053013552385491165,unknown,polaris
12718088,2053013553559896355,unknown,michelin
1801882,2053013554415534427,electronics.video.tv,samsung
26400785,2053013563651392361,unknown,lucente
1005115,2053013555631882655,electronics.smartphone,apple
2702521,2053013563911439225,appliances.kitchen.refrigerators,dauscher
28714143,2053013565362668491,apparel.shoes.keds,greyder
4804295,2053013554658804075,electronics.audio.headphone,xiaomi
15100283,2053013557024391671,unknown,unknown
13103300,2053013553526341921,unknown,rimax
8800713,2053013555573162395,electronics.telephone,prestigio
15700181,2053013559733912211,unknown,unknown
16700633,2053013559901684381,furniture.kitchen.chair,domini
4300309,2053013552385491165,unknown,philips
18300825,2053013558945383017,accessories.bag,deluxe
17900283,2053013560178508465,construction.tools.generator,denzel
26400226,2053013563651392361,unknown,unknown
8500557,2053013552259662037,unknown,riga
1005166,2053013555631882655,electronics.smartphone,xiaomi
28720538,2053013565782098913,apparel.shoes,covani
34800169,2062461754293617058,unknown,unknown
15100172,2053013557024391671,unknown,unknown
44400259,2146660887094624580,apparel.jeans,conceptclub
42300002,2095518921321874323,furniture.living_room.cabinet,unknown
48000003,2116907518801216297,unknown,technomax
1003712,2053013555631882655,electronics.smartphone,samsung
1801503,2053013554415534427,electronics.video.tv,xiaomi
31501037,2053013558031024687,unknown,luminarc
1401582,2053013561092866779,computers.desktop,avalon
12700704,2053013553559896355,unknown,matador
1004993,2053013555631882655,electronics.smartphone,oneplus
12710984,2053013553559896355,unknown,powertrac
8800597,2053013555573162395,electronics.telephone,maxvi
3600145,2053013563810775923,appliances.kitchen.washer,indesit
18300604,2053013558945383017,accessories.bag,xiaomi
12717894,2053013553559896355,unknown,michelin
1802005,2053013554415534427,electronics.video.tv,lg
5100816,2053013553375346967,unknown,xiaomi
35102505,2070005009382114061,apparel.underwear,milavitsa
1004209,2053013555631882655,electronics.smartphone,samsung
1004858,2053013555631882655,electronics.smartphone,samsung
22700840,2053013556168753601,unknown,unknown
12700088,2053013553559896355,unknown,nokian
3601331,2053013563810775923,appliances.kitchen.washer,samsung
17100055,2053013558349791811,unknown,unknown
2800424,2053013563835941749,appliances.kitchen.refrigerators,haier
12709380,2053013553559896355,unknown,viatti
17200559,2053013559792632471,furniture.living_room.sofa,unknown
34800270,2062461754293617058,unknown,cantra
21405495,2053013561579406073,electronics.clocks,unknown
5301246,2053013563173241677,unknown,remington
1801688,2053013554415534427,electronics.video.tv,samsung
1002542,2053013555631882655,electronics.smartphone,apple
14700716,2053013557133443581,furniture.living_room.cabinet,unknown
5300945,2053013563173241677,unknown,babyliss
5100346,2053013553341792533,electronics.clocks,apple
12500456,2053013556277805513,unknown,metabo
12713435,2053013553559896355,unknown,tunga
1306671,2053013558920217191,computers.notebook,lenovo
1801766,2053013554415534427,electronics.video.tv,artel
29502826,2053013566344134657,unknown,unknown
31501124,2053013558031024687,unknown,unknown
26403446,2053013563651392361,unknown,unknown
1004709,2053013555631882655,electronics.smartphone,huawei
1004256,2053013555631882655,electronics.smartphone,apple
1480153,2053013561092866779,computers.desktop,neo
1500474,2053013552955916539,computers.peripherals.printer,epson
15200781,2053013553484398879,unknown,volta
15700115,2053013559733912211,unknown,unknown
12400120,2053013556252639687,construction.tools.drill,alteco
26203903,2053013563693335403,unknown,unknown
2702327,2053013563911439225,appliances.kitchen.refrigerators,unknown
13200013,2053013557192163841,furniture.bedroom.bed,sv
1004460,2053013555631882655,electronics.smartphone,xiaomi
6800063,2053013554834964853,appliances.kitchen.kettle,kenwood
17800473,2053013559868129947,computers.desktop,zeta
4000220,2053013566142809077,construction.tools.generator,tefal
3200549,2053013555321504139,appliances.kitchen.meat_grinder,dauscher
12700930,2053013553559896355,unknown,nokian
37200123,2075962341748376288,unknown,crockid
1801881,2053013554415534427,electronics.video.tv,samsung
2701832,2053013563911439225,appliances.kitchen.refrigerators,bosch
1005195,2053013555631882655,electronics.smartphone,xiaomi
12703689,2053013553559896355,unknown,continental
2602007,2053013563970159485,unknown,bosch
1004909,2053013555631882655,electronics.smartphone,sony
1201292,2172371436436455782,electronics.tablet,apple
38900028,2085718636156158307,unknown,unknown
5800560,2053013553945772349,electronics.audio.subwoofer,pride
1005161,2053013555631882655,electronics.smartphone,xiaomi
17302491,2053013553853497655,unknown,mancera
12705773,2053013553559896355,unknown,cordiant
15300083,2053013552662315243,unknown,kingston
14100123,2053013557670314521,electronics.audio.acoustic,yamaha
9400023,2053013566067311601,unknown,jaguar
5801625,2053013553945772349,electronics.audio.subwoofer,edge
1307073,2053013558920217191,computers.notebook,acer
28102737,2053013564918072245,unknown,kartal
26403487,2053013563651392361,unknown,unknown
12703498,2053013553559896355,unknown,cordiant
1005104,2053013555631882655,electronics.smartphone,apple
1306686,2053013558920217191,computers.notebook,prestigio
1005008,2053013555631882655,electronics.smartphone,xiaomi
7600095,2053013552821698803,unknown,tp-link
3100341,2053013555262783879,appliances.kitchen.blender,scarlett
2702469,2053013563911439225,appliances.kitchen.refrigerators,samsung
12711745,2053013553559896355,unknown,goodyear
35108884,2070005009382114061,apparel.underwear,milavitsa
1801516,2053013554415534427,electronics.video.tv,haier
3100640,2053013555262783879,appliances.kitchen.blender,redmond
28715700,2053013565069067197,apparel.shoes.keds,puma
1005021,2053013555631882655,electronics.smartphone,oppo
1306495,2053013558920217191,computers.notebook,asus
5100375,2053013553341792533,electronics.clocks,xiaomi
1307071,2053013558920217191,computers.notebook,acer
3800966,2053013566176363511,appliances.iron,elenberg
23900290,2053013561814287111,unknown,neposeda
13500050,2053013557099889147,furniture.bedroom.bed,unknown
14700023,2053013557133443581,furniture.living_room.cabinet,brw
2702277,2053013563911439225,appliances.kitchen.refrigerators,lg
27201650,2053013564154708873,unknown,prada
22700068,2053013556168753601,unknown,force
28716666,2053013565639492569,apparel.shoes,respect
14700583,2053013557133443581,furniture.living_room.cabinet,unknown
1307056,2053013558920217191,computers.notebook,apple
1004648,2053013555631882655,electronics.smartphone,samsung
8900057,2053013553090134275,kids.toys,unknown
17800261,2053013559868129947,computers.desktop,unknown
6302023,2053013554834964853,appliances.kitchen.kettle,redmond
54900014,2146660887203676486,apparel.costume,unknown
1005018,2053013555631882655,electronics.smartphone,huawei
1005238,2053013555631882655,electronics.smartphone,oppo
14700219,2053013557133443581,furniture.living_room.cabinet,unknown
12702930,2053013553559896355,unknown,cordiant
28714710,2053013565480109009,apparel.shoes.keds,asics
21407620,2053013561579406073,electronics.clocks,unknown
42600256,2096280601366626625,unknown,t-max
16400421,2053013558249128509,unknown,interos
13200127,2053013557192163841,furniture.bedroom.bed,unknown
15700035,2053013559733912211,unknown,unknown
38900016,2085718636156158307,unknown,unknown
23301328,2053013561956893455,unknown,unknown
1003428,2053013555631882655,electronics.smartphone,meizu
1004402,2053013555631882655,electronics.smartphone,xiaomi
5100737,2053013553341792533,electronics.clocks,samsung
29502394,2053013566478352393,unknown,musclepharm
28704061,2053013565480109009,apparel.shoes.keds,nike
1004436,2053013555631882655,electronics.smartphone,samsung
13201165,2053013557192163841,furniture.bedroom.bed,unknown
32801072,2055156924273394455,unknown,unknown
26016594,2053013562837697343,unknown,unknown
3700829,2053013565983425517,appliances.environment.vacuum,samsung
13101252,2053013553526341921,unknown,skad
16700415,2053013559901684381,furniture.kitchen.chair,unknown
48200514,2146660887002349890,apparel.dress,conceptclub
1005100,2053013555631882655,electronics.smartphone,samsung
26205694,2053013563693335403,unknown,sokolov
12200960,2116907525176557699,sport.bicycle,dahon
1307154,2053013558920217191,computers.notebook,lenovo
15100163,2053013557024391671,unknown,imperial
13200037,2053013557192163841,furniture.bedroom.bed,unknown
26400393,2053013563651392361,unknown,unknown
1002524,2053013555631882655,electronics.smartphone,apple
15100216,2053013557024391671,unknown,unknown
6901525,2053013560312726199,furniture.living_room.chair,joie
37100270,2075962341790319330,unknown,crockid
26800031,2053013564641248165,unknown,genau
26200669,2053013563693335403,unknown,unknown
30100030,2053013556110033341,unknown,bosch
1306650,2053013558920217191,computers.notebook,acer
32403453,2053013566562238479,unknown,elysium
1004739,2053013555631882655,electronics.smartphone,xiaomi
1005069,2053013555631882655,electronics.smartphone,vivo
16000004,2053013558223962683,unknown,rondell
9400090,2053013566067311601,unknown,babylock
11500299,2053013554625249641,unknown,sven
1004838,2053013555631882655,electronics.smartphone,oppo
26400762,2053013563651392361,unknown,unknown
16700674,2053013559901684381,furniture.kitchen.chair,domini
12700605,2053013553559896355,unknown,goodyear
44300068,2100825583029060150,apparel.jeans,unknown
1306893,2053013558920217191,computers.notebook,hp
1307178,2053013558920217191,computers.notebook,hp
12719687,2053013553559896355,unknown,kapsen
1004426,2053013555631882655,electronics.smartphone,samsung
1004505,2053013555631882655,electronics.smartphone,xiaomi
52100001,2137704926053138958,unknown,nike
34700001,2061717937420501730,unknown,unknown
6100191,2053013560866374351,auto.accessories.radar,sho-me
41200008,2089490106086851034,unknown,artmusical
14701381,2053013557133443581,furniture.living_room.cabinet,unknown
7101172,2053013555464110485,furniture.bedroom.bed,incanto
36600091,2070747671722722162,unknown,unknown
42500000,2095518921355428757,unknown,unknown
21406997,2053013561579406073,electronics.clocks,tissot
17301868,2053013553853497655,unknown,sheba
9002828,2053013553140465927,kids.toys,basik
12300231,2053013556311359947,construction.tools.drill,dewalt
12500517,2053013556277805513,unknown,alteco
5700791,2053013553970938175,auto.accessories.player,sony
19700110,2053013559104766575,unknown,nestogen
26401414,2053013563651392361,unknown,lucente
10800108,2053013554994348409,unknown,moulinex
7600348,2053013552821698803,unknown,tp-link
6000254,2053013560807654091,auto.accessories.alarm,starline
55000001,2146551843914777018,apparel.costume,unknown
6700779,2053013554247762257,computers.components.videocards,msi
13201002,2053013557192163841,furniture.bedroom.bed,stendmebel
1004565,2053013555631882655,electronics.smartphone,huawei
1005258,2053013555631882655,electronics.smartphone,umi
1004428,2053013555631882655,electronics.smartphone,huawei
26013714,2053013562837697343,unknown,unknown
1005232,2053013555631882655,electronics.smartphone,xiaomi
26402496,2053013563651392361,unknown,unknown
1004934,2053013555631882655,electronics.smartphone,vivo
31501183,2053013558031024687,unknown,luminarc
2501301,2053013564003713919,appliances.kitchen.oven,beko
4804055,2053013554658804075,electronics.audio.headphone,apple
26405044,2053013563651392361,unknown,sokolov
28704661,2053013565127787455,apparel.shoes,etor
17300136,2053013553853497655,unknown,montale
14700531,2053013557133443581,furniture.living_room.cabinet,unknown
1004665,2053013555631882655,electronics.smartphone,samsung
42000013,2102307650380235197,unknown,pt-group
11500678,2053013554625249641,unknown,sven
1004874,2053013555631882655,electronics.smartphone,samsung
2600454,2053013563970159485,unknown,hansa
9300000,2053013554524586339,unknown,lg
5000475,2053013566100866035,appliances.sewing_machine,janome
21401354,2053013561579406073,electronics.clocks,casio
17200524,2053013559792632471,furniture.living_room.sofa,unknown
1004871,2053013555631882655,electronics.smartphone,samsung
1306133,2053013558920217191,computers.notebook,xiaomi
1004904,2053013555631882655,electronics.smartphone,huawei
12711755,2053013553559896355,unknown,yokohama
13500041,2053013557099889147,furniture.bedroom.bed,brw
38900094,2085718636156158307,unknown,unknown
3601290,2053013563810775923,appliances.kitchen.washer,indesit
3600997,2053013563810775923,appliances.kitchen.washer,indesit
1307069,2053013558920217191,computers.notebook,acer
1005253,2053013555631882655,electronics.smartphone,xiaomi
26205451,2053013563693335403,unknown,sokolov
12710973,2053013553559896355,unknown,powertrac
2400666,2053013563743667055,appliances.kitchen.hood,turboair
12703014,2053013553559896355,unknown,cordiant
4300434,2053013552385491165,unknown,timberk
32402033,2053013566562238479,unknown,unknown
12703177,2053013553559896355,unknown,maxxis
5100724,2053013553375346967,unknown,honor
17200574,2053013559792632471,furniture.living_room.sofa,unknown
3200324,2053013555321504139,appliances.kitchen.meat_grinder,bosch
1004749,2053013555631882655,electronics.smartphone,samsung
1480734,2053013561092866779,computers.desktop,pulser
12711787,2053013553559896355,unknown,habilead
12711006,2053013553559896355,unknown,cordiant
13200378,2053013557192163841,furniture.bedroom.bed,bts
12702778,2053013553559896355,unknown,sava
10900338,2053013555069845885,appliances.kitchen.mixer,bosch
2702590,2053013563911439225,appliances.kitchen.refrigerators,dauscher
30000218,2127425436764865054,construction.tools.welding,magnetta
22700129,2053013556168753601,unknown,stels
3701005,2053013565983425517,appliances.environment.vacuum,philips
5301606,2053013563173241677,unknown,babyliss
26401608,2053013563651392361,unknown,unknown
1004386,2053013555631882655,electronics.smartphone,oppo
10701052,2053013561277416167,unknown,unknown
5301553,2053013563173241677,unknown,moser
2600333,2053013563970159485,unknown,unknown
3600163,2053013563810775923,appliances.kitchen.washer,indesit
16400012,2053013558249128509,unknown,rondell
1004741,2053013555631882655,electronics.smartphone,xiaomi
1801690,2053013554415534427,electronics.video.tv,samsung
1004990,2053013555631882655,electronics.smartphone,oppo
6400344,2053013554121933129,computers.components.cpu,amd
1004723,2053013555631882655,electronics.smartphone,huawei
12300196,2053013556311359947,construction.tools.drill,bosch
10500704,2053013553199186187,unknown,unknown
56300056,2166064855264526831,apparel.jumper,conceptclub
8600175,2053013552226107603,appliances.environment.fan,willmark
30000059,2127425436764865054,construction.tools.welding,unknown
18500076,2053013552695869677,electronics.tablet,huion
1802037,2053013554415534427,electronics.video.tv,lg
29502161,2053013566344134657,unknown,maxler
14700139,2053013557133443581,furniture.living_room.cabinet,unknown
12711107,2053013553559896355,unknown,cordiant
26601616,2053013563517174627,unknown,unknown
1005157,2053013555631882655,electronics.smartphone,xiaomi
26404594,2053013563651392361,unknown,unknown
5701166,2053013553970938175,auto.accessories.player,unknown
3700130,2053013565983425517,appliances.environment.vacuum,arnica
1005205,2053013555631882655,electronics.smartphone,oppo
1005252,2053013555631882655,electronics.smartphone,oppo
12720527,2053013553559896355,unknown,goodride
15200566,2053013553484398879,unknown,w-star
15100396,2053013557024391671,unknown,unknown
1002528,2053013555631882655,electronics.smartphone,apple
1003013,2053013555631882655,electronics.smartphone,huawei
7004508,2053013560346280633,kids.carriage,belecoo
15100190,2053013557024391671,unknown,unknown
14700105,2053013557133443581,furniture.living_room.cabinet,unknown
29501977,2145727399348666855,unknown,unknown
12710321,2053013553559896355,unknown,yokohama
1306569,2053013558920217191,computers.notebook,acer
4700636,2053013560899928785,auto.accessories.videoregister,neoline
28101291,2053013564918072245,unknown,confetti
10502668,2053013553199186187,unknown,keenway
12703410,2053013553559896355,unknown,cordiant
3700926,2053013565983425517,appliances.environment.vacuum,samsung
2601989,2053013563970159485,unknown,artel
7004006,2053013560346280633,kids.carriage,alis
13300564,2053013557166998015,unknown,sonel
14701435,2053013557133443581,furniture.living_room.cabinet,unknown
28400920,2053013566209917945,accessories.bag,nexpero
26401598,2053013563651392361,unknown,unknown
1480707,2053013561092866779,computers.desktop,pulser
2601915,2053013563970159485,unknown,artel
14701895,2053013557133443581,furniture.living_room.cabinet,unknown
11400666,2053013558458843721,unknown,samsung
21405259,2053013561579406073,electronics.clocks,armani
1005197,2053013555631882655,electronics.smartphone,htc
15600040,2053013559767466645,unknown,unknown
6000167,2053013560807654091,auto.accessories.alarm,centurion
1480372,2053013561092866779,computers.desktop,lenovo
12701624,2053013553559896355,unknown,matador
1004258,2053013555631882655,electronics.smartphone,apple
5200131,2053013553316626707,computers.ebooks,pocketbook
12706258,2053013553559896355,unknown,nokian
35700025,2136935916512478049,appliances.kitchen.kettle,apollo
1004777,2053013555631882655,electronics.smartphone,xiaomi
1004247,2053013555631882655,electronics.smartphone,apple
1004768,2053013555631882655,electronics.smartphone,samsung
26400958,2053013563651392361,unknown,sokolov
1003304,2053013555631882655,electronics.smartphone,apple
5100551,2053013553341792533,electronics.clocks,xiaomi
42600018,2096280601366626625,unknown,sparta
7100006,2053013555464110485,furniture.bedroom.bed,glamvers
1201254,2172371436436455782,electronics.tablet,prestigio
1005116,2053013555631882655,electronics.smartphone,apple
12600068,2053013554751078769,appliances.kitchen.grill,scarlett
1004781,2053013555631882655,electronics.smartphone,huawei
4300183,2053013552385491165,unknown,electrolux
3601027,2053013563810775923,appliances.kitchen.washer,indesit
1307340,2053013558920217191,computers.notebook,asus
1002633,2053013555631882655,electronics.smartphone,apple
4804301,2053013554658804075,electronics.audio.headphone,xiaomi
28718348,2053013565639492569,apparel.shoes,respect
15100110,2053013557024391671,unknown,unknown
12711174,2053013553559896355,unknown,triangle
4501855,2053013563877884791,appliances.kitchen.hob,bosch
12709551,2053013553559896355,unknown,tigar
16800381,2053013558316237377,furniture.kitchen.table,unknown
15600020,2053013559767466645,unknown,unknown
40900071,2127425434894205468,construction.tools.painting,stels
1005239,2053013555631882655,electronics.smartphone,xiaomi
12719161,2053013553559896355,unknown,yokohama
28719187,2116907519078040377,apparel.shoes,unknown
6000072,2053013560807654091,auto.accessories.alarm,pandora
4000170,2053013566142809077,construction.tools.generator,tefal
11600134,2053013554566529381,computers.desktop,microlab
1004792,2053013555631882655,electronics.smartphone,xiaomi
1005211,2053013555631882655,electronics.smartphone,samsung
1004434,2053013555631882655,electronics.smartphone,samsung
5300185,2053013563173241677,unknown,philips
27900034,2053013564741911467,unknown,unknown
2702331,2053013563911439225,appliances.kitchen.refrigerators,lg
1003898,2053013555631882655,electronics.smartphone,oneplus
26401452,2053013563651392361,unknown,lucente
2701730,2053013563911439225,appliances.kitchen.refrigerators,lg
5801483,2053013553945772349,electronics.audio.subwoofer,pioneer
26404441,2053013563651392361,unknown,unknown
3601437,2053013563810775923,appliances.kitchen.washer,lg
12709562,2053013553559896355,unknown,viatti
4300077,2053013552385491165,unknown,timberk
1004496,2053013555631882655,electronics.smartphone,meizu
47300130,2110937222638207897,unknown,akvaton
5300510,2053013563173241677,unknown,babyliss
19200062,2053013556202308035,construction.tools.saw,stihl
1307187,2053013558920217191,computers.notebook,acer
1005031,2053013555631882655,electronics.smartphone,xiaomi
22700128,2053013556168753601,unknown,stels
26401621,2053013563651392361,unknown,unknown
1005007,2053013555631882655,electronics.smartphone,xiaomi
12703494,2053013553559896355,unknown,cordiant
53400066,2141355031935321056,stationery.cartrige,unknown
18000890,2053013558525952589,unknown,apple
1004836,2053013555631882655,electronics.smartphone,samsung
4802272,2053013554658804075,electronics.audio.headphone,samsung
28719189,2116907519078040377,apparel.shoes,unknown
4803878,2053013554658804075,electronics.audio.headphone,xiaomi
31501117,2053013558031024687,unknown,unknown
19200012,2053013556202308035,construction.tools.saw,huter
11500238,2053013554625249641,unknown,sony
3700777,2053013565983425517,appliances.environment.vacuum,samsung
5000084,2053013566100866035,appliances.sewing_machine,janome
14701162,2053013557133443581,furniture.living_room.cabinet,unknown
1004857,2053013555631882655,electronics.smartphone,samsung
1005001,2053013555631882655,electronics.smartphone,huawei
15100034,2053013557024391671,unknown,unknown
4300225,2053013552385491165,unknown,vitek
15100314,2053013557024391671,unknown,unknown
2600283,2053013563970159485,unknown,unknown
14701912,2053013557133443581,furniture.living_room.cabinet,unknown
15100403,2053013557024391671,unknown,lider
1304409,2053013558920217191,computers.notebook,apple
16700075,2053013559901684381,furniture.kitchen.chair,domini
21405248,2053013561579406073,electronics.clocks,armani
12710032,2053013553559896355,unknown,nexen
21900328,2053013558802776671,unknown,bioderma
26400639,2053013563651392361,unknown,unknown
1307536,2053013558920217191,computers.notebook,asus
15600034,2053013559767466645,unknown,sv
5800513,2053013553945772349,electronics.audio.subwoofer,unknown
15100132,2053013557024391671,unknown,unknown
3900266,2053013552326770905,appliances.environment.water_heater,ariston
55000008,2146551843914777018,apparel.costume,nike
1307520,2053013558920217191,computers.notebook,lenovo
4802164,2053013554658804075,electronics.audio.headphone,jbl
15100337,2053013557024391671,unknown,unknown
1005159,2053013555631882655,electronics.smartphone,xiaomi
11700098,2053013554591695207,electronics.audio.acoustic,samson
26404666,2053013563651392361,unknown,unknown
1200957,2172371436436455782,electronics.tablet,samsung
26006321,2053013562778977083,unknown,unknown
1305566,2053013558920217191,computers.notebook,hp
1004788,2053013555631882655,electronics.smartphone,xiaomi
5100723,2053013553341792533,electronics.clocks,mykronoz
1307310,2053013558920217191,computers.notebook,acer
4400250,2053013555095011711,appliances.kitchen.coffee_machine,delonghi
1005118,2053013555631882655,electronics.smartphone,apple
1701038,2053013553031414015,computers.peripherals.monitor,hp
21401212,2053013561579406073,electronics.clocks,orient
1004958,2053013555631882655,electronics.smartphone,xiaomi
12709558,2053013553559896355,unknown,unknown
28704469,2053013565228450757,apparel.shoes,etor
1004743,2053013555631882655,electronics.smartphone,xiaomi
1002532,2053013555631882655,electronics.smartphone,apple
9000196,2053013566067311601,unknown,janome
1004845,2053013555631882655,electronics.smartphone,meizu
3701016,2053013565983425517,appliances.environment.vacuum,tefal
1801739,2053013554415534427,electronics.video.tv,samsung
16700761,2053013559901684381,furniture.kitchen.chair,aero
1801805,2053013554415534427,electronics.video.tv,artel
28715784,2053013565228450757,apparel.shoes,nexpero
4700671,2053013560899928785,auto.accessories.videoregister,xiaomi
1003317,2053013555631882655,electronics.smartphone,apple
12716924,2053013553559896355,unknown,sunfull
5801507,2053013553945772349,electronics.audio.subwoofer,kicx
15700078,2053013559733912211,unknown,brw
5300948,2053013563173241677,unknown,babyliss
8901535,2053013553090134275,kids.toys,x-game
2800611,2053013563835941749,appliances.kitchen.refrigerators,indesit
3200361,2053013555321504139,appliances.kitchen.meat_grinder,philips
7101425,2053013555464110485,furniture.bedroom.bed,unknown
1004659,2053013555631882655,electronics.smartphone,samsung
13300078,2053013557166998015,unknown,unknown
1306567,2053013558920217191,computers.notebook,acer
28718692,2053013565639492569,apparel.shoes,respect
2702472,2053013563911439225,appliances.kitchen.refrigerators,midea
12711108,2053013553559896355,unknown,cordiant
41600014,2090971680783466556,unknown,garrett
44300026,2100825583029060150,apparel.jeans,unknown
13300266,2053013557166998015,unknown,unknown
13103842,2053013553526341921,unknown,pdw
26300103,2053013563584283495,unknown,lucente
28716520,2053013565228450757,apparel.shoes,unknown
19100094,2053013556227473861,construction.tools.saw,unknown
7900927,2053013556487520725,furniture.kitchen.chair,peg-perego
5800823,2053013553945772349,electronics.audio.subwoofer,nakamichi
12701231,2053013553559896355,unknown,sava
3900990,2053013552326770905,appliances.environment.water_heater,ariston
1005015,2053013555631882655,electronics.smartphone,samsung
44900080,2105319819401232597,unknown,yamaha
7005751,2053013560346280633,kids.carriage,unknown
26205742,2053013563693335403,unknown,sokolov
1306830,2053013558920217191,computers.notebook,lenovo
5100566,2053013553341792533,electronics.clocks,apple
28716664,2053013565639492569,apparel.shoes,respect
1004250,2053013555631882655,electronics.smartphone,apple
18000907,2053013558525952589,unknown,apple
3700677,2053013565983425517,appliances.environment.vacuum,tefal
40200412,2053013557930361385,unknown,tarkett
1005006,2053013555631882655,electronics.smartphone,xiaomi
1004575,2053013555631882655,electronics.smartphone,xiaomi
4300250,2053013552385491165,unknown,galaxy
28719275,2053013565639492569,apparel.shoes,rieker
1005064,2053013555631882655,electronics.smartphone,xiaomi
58000000,2156718775112565355,unknown,bts
1005186,2053013555631882655,electronics.smartphone,samsung
3601288,2053013563810775923,appliances.kitchen.washer,samsung
2900569,2053013554776244595,appliances.kitchen.microwave,lg
5100564,2053013553341792533,electronics.clocks,samsung
4400274,2053013555095011711,appliances.kitchen.coffee_machine,polaris
28718125,2053013565228450757,apparel.shoes,respect
